id,project_id,technology_type_id,tool_name,created_at
3354,382,2,Node.js,2022-05-15
3355,382,3,Onboarding DB,2022-05-15
3356,382,10,Onboarding Testing,2022-05-15
3357,383,7,Supply Chain AI,2022-06-20
3358,383,2,Python,2022-06-20
3359,383,3,Supply Chain DB,2022-06-20
3360,383,6,Chain Analytics,2022-06-20
3361,384,8,Blockchain Payment,2022-07-25
3362,384,2,Solidity,2022-07-25
3363,384,3,Payment Ledger,2022-07-25
3364,384,9,Blockchain Network,2022-07-25
3365,385,1,React.js,2022-08-20
3366,385,2,Node.js,2022-08-20
3367,385,3,Feedback DB,2022-08-20
3368,385,6,Feedback Analytics,2022-08-20
3369,386,6,Data Governance Platform,2022-09-15
3370,386,2,Python,2022-09-15
3371,386,3,Governance DB,2022-09-15
3372,386,4,Data Pipeline,2022-09-15
3373,387,9,Cloud Monitoring,2022-10-20
3374,387,2,Python,2022-10-20
3375,387,3,Monitoring DB,2022-10-20
3376,387,6,Monitoring Analytics,2022-10-20
3377,388,7,AI Content Generation,2022-11-15
3378,388,2,Python,2022-11-15
3379,388,3,Content DB,2022-11-15
3380,388,6,Content Analytics,2022-11-15
3381,389,8,Digital Identity,2022-12-10
3382,389,2,Go,2022-12-10
3383,389,3,Identity DB,2022-12-10
3384,389,9,Blockchain Identity,2022-12-10
3385,390,8,IoT Security,2023-01-05
3386,390,9,AWS IoT,2023-01-05
3387,390,2,Python,2023-01-05
3388,390,3,Security DB,2023-01-05
3389,391,5,React Native,2023-01-31
3390,391,2,Node.js,2023-01-31
3391,391,3,Banking DB,2023-01-31
3392,391,8,Banking Security,2023-01-31
3393,392,6,Data Quality Tools,2023-03-05
3394,392,2,Python,2023-03-05
3395,392,3,Quality DB,2023-03-05
3396,392,4,Data Pipeline,2023-03-05
3397,393,7,Process Mining AI,2023-03-31
3398,393,2,Python,2023-03-31
3399,393,3,Process DB,2023-03-31
3400,393,6,Process Analytics,2023-03-31
3401,394,4,Kubernetes,2023-04-26
3402,394,9,Cloud Native Platform,2023-04-26
3403,394,2,Go,2023-04-26
3404,394,3,Container DB,2023-04-26
3405,395,7,Customer Service AI,2023-05-20
3406,395,2,Python,2023-05-20
3407,395,3,Service DB,2023-05-20
3408,395,6,Service Analytics,2023-05-20
3409,396,8,Blockchain Supply Chain,2023-06-15
3410,396,2,Solidity,2023-06-15
3411,396,3,Supply Chain Ledger,2023-06-15
3412,396,9,Blockchain Network,2023-06-15
3413,397,9,IoT Analytics Platform,2023-07-10
3414,397,5,IoT Sensors,2023-07-10
3415,397,3,IoT DB,2023-07-10
3416,397,6,IoT Analytics,2023-07-10
3417,398,1,React.js,2023-08-05
3418,398,2,Node.js,2023-08-05
3419,398,3,Transformation DB,2023-08-05
3420,398,6,Transformation Analytics,2023-08-05
3421,399,8,Security Operations,2023-08-31
3422,399,2,Python,2023-08-31
3423,399,3,Security DB,2023-08-31
3424,399,6,Security Analytics,2023-08-31
3425,400,7,AI Research Platform,2023-09-25
3426,400,2,Python,2023-09-25
3427,400,3,Research DB,2023-09-25
3428,400,9,Research Cloud,2023-09-
3429,401,7,TensorFlow,2024-01-10
3430,401,7,PyTorch,2024-01-10
3431,401,2,Python FastAPI,2024-01-10
3432,401,3,PostgreSQL,2024-01-10
3433,401,9,AWS SageMaker,2024-01-10
3434,401,4,Docker,2024-01-10
3435,402,8,Open Quantum Safe,2024-01-25
3436,402,2,Python,2024-01-25
3437,402,9,IBM Quantum,2024-01-25
3438,402,4,Kubernetes,2024-01-25
3439,403,1,Unity 3D,2024-03-05
3440,403,1,Unreal Engine,2024-03-05
3441,403,2,C++,2024-03-05
3442,403,9,AWS Sumerian,2024-03-05
3443,404,7,Scikit-learn,2024-03-25
3444,404,2,Python Django,2024-03-25
3445,404,3,MongoDB,2024-03-25
3446,404,9,Azure ML,2024-03-25
3447,405,7,Qiskit,2024-05-10
3448,405,2,Python,2024-05-10
3449,405,9,Google Quantum AI,2024-05-10
3450,405,4,JupyterHub,2024-05-10
3451,406,1,Three.js,2024-05-25
3452,406,2,Node.js,2024-05-25
3453,406,3,InfluxDB,2024-05-25
3454,407,4,Terraform,2024-07-05
3455,407,9,Google Cloud,2024-07-05
3456,407,3,Prometheus,2024-07-05
3457,408,7,PyTorch,2024-07-25
3458,408,7,SymPy,2024-07-25
3459,408,2,Python,2024-07-25
3460,409,8,OpenZeppelin,2024-09-10
3461,409,2,Solidity,2024-09-10
3462,409,3,IPFS,2024-09-10
3463,409,9,Ethereum,2024-09-10
3464,410,1,React,2024-09-25
3465,410,2,Node.js,2024-09-25
3466,410,9,IPFS,2024-09-25
3467,411,7,TensorFlow,2024-11-05
3468,411,8,MLSecOps,2024-11-05
3469,411,2,Python,2024-11-05
3470,411,3,Elasticsearch,2024-11-05
3471,412,5,Android Things,2025-01-10
3472,412,2,Python,2025-01-10
3473,412,9,AWS IoT Greengrass,2025-01-10
3474,413,8,BioAuth SDK,2025-01-10
3475,413,2,Python,2025-01-10
3476,413,3,MySQL,2025-01-10
3477,413,9,AWS,2025-01-10
3478,414,7,AutoML,2025-01-25
3479,414,3,Oracle Autonomous DB,2025-01-25
3480,414,4,Ansible,2025-01-25
3481,415,7,Pennylane,2025-03-05
3482,415,2,Python,2025-03-05
3483,415,9,Rigetti Quantum,2025-03-05
3484,416,1,Unity,2025-03-25
3485,416,5,Oculus SDK,2025-03-25
3486,416,2,C#,2025-03-25
3487,417,4,Terraform,2025-05-10
3488,417,9,Google Cloud,2025-05-10
3489,417,3,Power BI,2025-05-10
3490,418,7,SHAP,2025-05-25
3491,418,2,Python,2025-05-25
3492,418,1,Streamlit,2025-05-25
3493,419,8,OpenZeppelin,2025-07-05
3494,419,2,Solidity,2025-07-05
3495,419,9,Aragon,2025-07-05
3496,420,9,OpenStack,2025-07-25
3497,420,4,Kubernetes,2025-07-25
3498,420,8,Keycloak,2025-07-25
3499,421,7,TensorFlow Federated,2025-09-10
3500,421,2,Python,2025-09-10
3501,421,4,Docker,2025-09-10
3502,422,8,IBM AI Fairness 360,2025-09-25
3503,422,2,Python,2025-09-25
3504,422,3,PostgreSQL,2025-09-25
3505,423,5,Raspberry Pi,2025-11-05
3506,423,2,Python,2025-11-05
3507,423,9,AWS IoT Core,2025-11-05
3508,424,3,DataHub,2025-11-25
3509,424,2,Java,2025-11-25
3510,424,4,Kubernetes,2025-11-25
3511,425,7,GitHub Copilot,2024-01-15
3512,425,2,Python,2024-01-15
3513,425,1,VS Code,2024-01-15
3514,426,7,Qiskit,2024-02-10
3515,426,2,Python,2024-02-10
3516,426,9,D-Wave,2024-02-10
3517,427,8,Hyperledger Fabric,2024-03-15
3518,427,2,Go,2024-03-15
3519,427,3,CouchDB,2024-03-15
3520,428,7,Selenium,2024-04-20
3521,428,2,Python,2024-04-20
3522,428,10,Cypress,2024-04-20
3523,429,7,DeepChem,2024-05-25
3524,429,2,Python,2024-05-25
3525,429,3,PostgreSQL,2024-05-25
3526,430,5,Apple HealthKit,2024-06-30
3527,430,2,Swift,2024-06-30
3528,430,3,Realm,2024-06-30
3529,431,2,Spring Boot,2024-08-05
3530,431,4,Docker,2024-08-05
3531,431,9,Kubernetes,2024-08-05
3532,432,6,Apache Kafka,2024-09-10
3533,432,2,Python,2024-09-10
3534,432,3,Redis,2024-09-10
3535,433,8,OpenSSL,2024-10-15
3536,433,2,C++,2024-10-15
3537,433,9,Google Cloud,2024-10-15
3538,434,1,ARKit,2024-11-20
3539,434,2,Swift,2024-11-20
3540,434,3,Firebase,2024-11-20
3541,435,7,OpenAI GPT,2024-12-25
3542,435,2,Python,2024-12-25
3543,435,3,PostgreSQL,2024-12-25
3544,436,9,AWS,2025-01-01
3545,436,9,Azure,2025-01-01
3546,436,9,GCP,2025-01-01
3547,436,4,Terraform,2025-01-01
3548,437,8,OpenZeppelin,2025-02-05
3549,437,2,Solidity,2025-02-05
3550,437,9,Polygon,2025-02-05
3551,438,5,Arduino,2025-03-10
3552,438,2,Python,2025-03-10
3553,438,9,AWS IoT,2025-03-10
3554,439,5,ROS,2025-04-15
3555,439,2,C++,2025-04-15
3556,439,9,AWS RoboMaker,2025-04-15
3557,440,2,Node.js,2025-05-20
3558,440,9,AWS Lambda,2025-05-20
3559,440,4,Serverless Framework,2025-05-20
3560,441,6,Apache Spark,2025-06-25
3561,441,2,Python,2025-06-25
3562,441,3,ClickHouse,2025-06-25
3563,442,8,Open Policy Agent,2025-07-31
3564,442,2,Go,2025-07-31
3565,442,4,Docker,2025-07-31
3566,443,7,DALL-E,2025-09-05
3567,443,2,Python,2025-09-05
3568,443,1,React,2025-09-05
3569,444,8,Hyperledger Fabric,2025-10-10
3570,444,2,Go,2025-10-10
3571,444,3,CouchDB,2025-10-10
3572,445,5,Raspberry Pi,2025-11-15
3573,445,2,Python,2025-11-15
3574,445,9,AWS IoT,2025-11-15
3575,446,1,React,2025-12-20
3576,446,2,Node.js,2025-12-20
3577,446,4,GraphQL,2025-12-20
3578,447,8,IBM AI Fairness,2024-01-20
3579,447,2,Python,2024-01-20
3580,447,3,PostgreSQL,2024-01-20
3581,448,7,Qiskit,2024-02-23
3582,448,2,Python,2024-02-23
3583,448,9,IBM Quantum,2024-02-23
3584,449,7,Alpaca,2024-03-31
3585,449,2,Python,2024-03-31
3586,449,3,PostgreSQL,2024-03-31
3587,450,8,uPort,2024-05-05
3588,450,2,Solidity,2024-05-05
3589,450,9,IPFS,2024-05-05
3590,451,5,PLC,2024-06-10
3591,451,2,Python,2024-06-10
3592,451,9,AWS IoT,2024-06-10
3593,452,1,React,2024-07-15
3594,452,2,Node.js,2024-07-15
3595,452,4,Micro Frontends,2024-07-15
3596,453,7,Prophet,2024-08-20
3597,453,2,Python,2024-08-20
3598,453,3,InfluxDB,2024-08-20
3599,454,8,Falco,2024-09-25
3600,454,2,Python,2024-09-25
3601,454,4,Kubernetes,2024-09-25
3602,455,7,Rasa,2024-10-31
3603,455,2,Python,2024-10-31
3604,455,1,React,2024-10-31
3605,456,7,Hugging Face,2024-12-05
3606,456,2,Python,2024-12-05
3607,456,4,Docker,2024-12-05
3608,457,5,Edge Devices,2025-01-10
3609,457,2,Python,2025-01-10
3610,457,9,AWS Snowball,2025-01-10
3611,458,8,Polkadot,2025-02-15
3612,458,2,Rust,2025-02-15
3613,458,9,Substrate,2025-02-15
3614,459,5,ROS,2025-03-20
3615,459,2,C++,2025-03-20
3616,459,7,TensorFlow,2025-03-20
3617,460,4,Jenkins,2025-04-25
3618,460,2,Python,2025-04-25
3619,460,9,GitLab CI,2025-04-25
3620,461,6,Apache Druid,2025-05-31
3621,461,2,Python,2025-05-31
3622,461,3,ClickHouse,2025-05-31
3623,462,8,Open Quantum Safe,2025-07-05
3624,462,2,Python,2025-07-05
3625,462,9,IBM Quantum,2025-07-05
3626,463,7,Rasa,2025-08-10
3627,463,2,Python,2025-08-10
3628,463,1,React,2025-08-10
3629,464,8,Aragon,2025-09-15
3630,464,2,Solidity,2025-09-15
3631,464,9,IPFS,2025-09-15
3632,465,5,Modbus,2025-10-20
3633,465,2,Python,2025-10-20
3634,465,9,AWS IoT,2025-10-20
3635,466,7,GitHub Copilot,2025-11-25
3636,466,2,Python,2025-11-25
3637,466,1,VS Code,2025-11-25
3638,467,8,IBM AI Ethics,2024-01-31
3639,467,2,Python,2024-01-31
3640,467,3,PostgreSQL,2024-01-31
3641,468,7,Intel Loihi,2024-03-07
3642,468,2,Python,2024-03-07
3643,468,9,IBM Neuromorphic,2024-03-07
3644,469,7,Monai,2024-04-13
3645,469,2,Python,2024-04-13
3646,469,3,PostgreSQL,2024-04-13
3647,470,8,Hyperledger Fabric,2024-05-18
3648,470,2,Go,2024-05-18
3649,470,9,Algorand,2024-05-18
3650,471,5,Sensors,2024-06-23
3651,471,2,Python,2024-06-23
3652,471,9,AWS IoT,2024-06-23
3653,472,1,React,2024-07-29
3654,472,2,Node.js,2024-07-29
3655,472,4,GraphQL,2024-07-29
3656,473,6,Tableau,2024-09-03
3657,473,2,Python,2024-09-03
3658,473,3,PostgreSQL,2024-09-03
3659,474,8,Elastic Security,2024-10-08
3660,474,2,Python,2024-10-08
3661,474,3,Elasticsearch,2024-10-08
3662,475,7,AutoKeras,2024-11-13
3663,475,2,Python,2024-11-13
3664,475,4,Docker,2024-11-13
3665,476,7,Kubeflow,2024-12-18
3666,476,2,Python,2024-12-18
3667,476,9,Kubernetes,2024-12-18
3668,477,5,FPGA,2025-01-23
3669,477,2,C++,2025-01-23
3670,477,9,AWS F1,2025-01-23
3671,478,8,Hyperledger Fabric,2025-02-28
3672,478,2,Go,2025-02-28
3673,478,3,CouchDB,2025-02-28
3674,479,5,ROS,2025-04-05
3675,479,2,C++,2025-04-05
3676,479,7,TensorFlow,2025-04-05
3677,480,6,Apache Flink,2025-05-10
3678,480,2,Python,2025-05-10
3679,480,4,Kubernetes,2025-05-10
3680,481,7,OpenMined,2025-06-15
3681,481,2,Python,2025-06-15
3682,481,4,Docker,2025-06-15
3683,482,8,Open Policy Agent,2025-07-20
3684,482,2,Go,2025-07-20
3685,482,3,PostgreSQL,2025-07-20
3686,483,7,OpenAI CLIP,2025-08-25
3687,483,2,Python,2025-08-25
3688,483,1,React,2025-08-25
3689,484,8,Hyperledger Fabric,2025-09-30
3690,484,2,Go,2025-09-30
3691,484,9,Algorand,2025-09-30
3692,485,5,CAN Bus,2025-11-05
3693,485,2,Python,2025-11-05
3694,485,9,AWS IoT,2025-11-05
3695,486,7,GitHub Copilot,2025-12-10
3696,486,2,Python,2025-12-10
3697,486,1,VS Code,2025-12-10
3698,487,8,IBM AI Ethics,2024-02-10
3699,487,2,Python,2024-02-10
3700,487,3,PostgreSQL,2024-02-10
3701,488,7,Qiskit,2024-03-17
3702,488,2,Python,2024-03-17
3703,488,9,IBM Quantum,2024-03-17
3704,489,7,EdTech AI,2024-04-22
3705,489,2,Python,2024-04-22
3706,489,1,React,2024-04-22
3707,490,8,Hyperledger Fabric,2024-05-28
3708,490,2,Go,2024-05-28
3709,490,3,CouchDB,2024-05-28
3710,491,5,Sensors,2024-07-02
3711,491,2,Python,2024-07-02
3712,491,9,AWS IoT,2024-07-02
3713,492,1,React,2024-08-07
3714,492,2,Node.js,2024-08-07
3715,492,4,Automation Tools,2024-08-07
3716,493,6,Power BI,2024-09-12
3717,493,2,Python,2024-09-12
3718,493,3,PostgreSQL,2024-09-12
3719,494,8,Elastic Security,2024-10-17
3720,494,2,Python,2024-10-17
3721,494,3,Elasticsearch,2024-10-17
3722,495,7,DALL-E,2024-11-22
3723,495,2,Python,2024-11-22
3724,495,1,React,2024-11-22
3725,496,6,Apache Kafka,2024-11-27
3726,496,2,Java,2024-11-27
3727,496,4,Kubernetes,2024-11-27
3728,497,9,AWS,2025-01-02
3729,497,9,Azure,2025-01-02
3730,497,9,GCP,2025-01-02
3731,498,8,Polkadot,2025-02-07
3732,498,2,Rust,2025-02-07
3733,498,9,Substrate,2025-02-07
3734,499,5,Edge Devices,2025-03-14
3735,499,2,Python,2025-03-14
3736,499,9,AWS Snowball,2025-03-14
3737,500,4,Terraform,2025-04-19
3738,500,9,AWS,2025-04-19
3739,500,9,Azure,2025-04-19
